,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
39,2018-03-31,15:00,Premier League,Matchweek 32,Sat,Away,W,2,0,Brighton,1.1,1.7,53.0,30629,Wes Morgan,4-4-1-1,Chris Kavanagh,Match Report,,6.0,5.0,14.3,0.0,0,0,2022,LeicesterCity
40,2018-04-07,15:00,Premier League,Matchweek 33,Sat,Home,L,1,2,Newcastle Utd,1.2,0.6,65.0,32066,Wes Morgan,4-2-3-1,Stuart Attwell,Match Report,,8.0,1.0,12.9,0.0,0,0,2022,LeicesterCity
41,2018-04-14,15:00,Premier League,Matchweek 34,Sat,Away,L,1,2,Burnley,1.7,0.9,61.0,21727,Wes Morgan,4-4-1-1,Martin Atkinson,Match Report,,16.0,6.0,17.5,1.0,0,0,2022,LeicesterCity
42,2018-04-19,19:45,Premier League,Matchweek 35,Thu,Home,D,0,0,Southampton,0.7,0.6,53.0,31160,Jamie Vardy,4-4-1-1,Roger East,Match Report,,11.0,3.0,20.0,0.0,0,0,2022,LeicesterCity
43,2018-04-28,15:00,Premier League,Matchweek 36,Sat,Away,L,0,5,Crystal Palace,0.7,3.0,49.0,25750,Wes Morgan,4-4-1-1,Mike Dean,Match Report,,6.0,0.0,21.4,0.0,0,0,2022,LeicesterCity
44,2018-05-05,15:00,Premier League,Matchweek 37,Sat,Home,L,0,2,West Ham,0.5,1.2,53.0,32013,Wes Morgan,4-4-1-1,Chris Kavanagh,Match Report,,13.0,2.0,20.1,1.0,0,0,2022,LeicesterCity
45,2018-05-09,19:45,Premier League,Matchweek 31,Wed,Home,W,3,1,Arsenal,2.2,1.4,40.0,32095,Wes Morgan,4-4-2,Graham Scott,Match Report,,18.0,9.0,21.8,2.0,1,1,2022,LeicesterCity
46,2018-05-13,15:00,Premier League,Matchweek 38,Sun,Away,L,4,5,Tottenham,1.7,2.2,37.0,77841,Wes Morgan,4-2-3-1,Craig Pawson,Match Report,,17.0,9.0,13.5,0.0,0,0,2022,LeicesterCity
0,2017-08-13,13:30,Premier League,Matchweek 1,Sun,Home,L,0,2,Tottenham,0.6,1.9,28.0,52077,Jonjo Shelvey,4-2-3-1,Andre Marriner,Match Report,,6.0,3.0,12.0,0.0,0,0,2022,NewcastleUnited
1,2017-08-20,13:30,Premier League,Matchweek 2,Sun,Away,L,0,1,Huddersfield,1.4,0.3,49.0,24128,Jamaal Lascelles,4-2-3-1,Craig Pawson,Match Report,,13.0,5.0,17.4,0.0,0,0,2022,NewcastleUnited
3,2017-08-26,15:00,Premier League,Matchweek 3,Sat,Home,W,3,0,West Ham,3.3,0.5,38.0,52093,Jamaal Lascelles,4-2-3-1,Niel Swarbrick,Match Report,,18.0,8.0,16.2,0.0,0,0,2022,NewcastleUnited
4,2017-09-10,16:00,Premier League,Matchweek 4,Sun,Away,W,1,0,Swansea City,0.9,1.1,38.0,20872,Jamaal Lascelles,4-2-3-1,Mike Jones,Match Report,,16.0,8.0,19.4,0.0,0,0,2022,NewcastleUnited
5,2017-09-16,15:00,Premier League,Matchweek 5,Sat,Home,W,2,1,Stoke City,2.0,0.7,39.0,51795,Jamaal Lascelles,4-2-3-1,Stuart Attwell,Match Report,,14.0,3.0,16.5,0.0,0,0,2022,NewcastleUnited
6,2017-09-24,16:00,Premier League,Matchweek 6,Sun,Away,L,0,1,Brighton,1.3,1.0,50.0,30468,Jamaal Lascelles,4-2-3-1,Andre Marriner,Match Report,,17.0,5.0,19.5,3.0,0,0,2022,NewcastleUnited
7,2017-10-01,16:30,Premier League,Matchweek 7,Sun,Home,D,1,1,Liverpool,0.7,1.7,32.0,52303,Jamaal Lascelles,4-2-3-1,Craig Pawson,Match Report,,8.0,5.0,24.5,0.0,0,0,2022,NewcastleUnited
8,2017-10-15,16:00,Premier League,Matchweek 8,Sun,Away,D,2,2,Southampton,1.0,1.7,38.0,31437,Jamaal Lascelles,4-4-2,Kevin Friend,Match Report,,20.0,5.0,16.4,0.0,0,0,2022,NewcastleUnited
9,2017-10-21,15:00,Premier League,Matchweek 9,Sat,Home,W,1,0,Crystal Palace,0.3,0.6,54.0,52251,Jamaal Lascelles,4-2-3-1,Stuart Attwell,Match Report,,7.0,3.0,19.8,0.0,0,0,2022,NewcastleUnited
10,2017-10-30,20:00,Premier League,Matchweek 10,Mon,Away,L,0,1,Burnley,0.5,0.8,52.0,21031,Jamaal Lascelles,4-2-3-1,Mike Dean,Match Report,,12.0,5.0,18.2,0.0,0,0,2022,NewcastleUnited
11,2017-11-04,15:00,Premier League,Matchweek 11,Sat,Home,L,0,1,Bournemouth,1.2,1.8,48.0,52237,Jamaal Lascelles,4-4-2,Paul Tierney,Match Report,,16.0,5.0,18.9,0.0,0,0,2022,NewcastleUnited
12,2017-11-18,17:30,Premier League,Matchweek 12,Sat,Away,L,1,4,Manchester Utd,0.9,3.2,36.0,75035,Jonjo Shelvey,4-4-2,Craig Pawson,Match Report,,12.0,5.0,18.7,0.0,0,0,2022,NewcastleUnited
13,2017-11-25,15:00,Premier League,Matchweek 13,Sat,Home,L,0,3,Watford,1.4,2.3,53.0,52188,Jonjo Shelvey,4-4-2,Chris Kavanagh,Match Report,,12.0,2.0,16.8,0.0,0,0,2022,NewcastleUnited
14,2017-11-28,20:00,Premier League,Matchweek 14,Tue,Away,D,2,2,West Brom,0.8,1.5,52.0,25534,Ciaran Clark,4-2-3-1,Lee Probert,Match Report,,14.0,4.0,20.8,1.0,0,0,2022,NewcastleUnited
15,2017-12-02,12:30,Premier League,Matchweek 15,Sat,Away,L,1,3,Chelsea,0.5,3.5,35.0,41538,Ciaran Clark,3-4-3,Kevin Friend,Match Report,,8.0,2.0,20.8,0.0,0,0,2022,NewcastleUnited
16,2017-12-09,17:30,Premier League,Matchweek 16,Sat,Home,L,2,3,Leicester City,1.1,0.8,39.0,52117,Ciaran Clark,4-4-1-1,Niel Swarbrick,Match Report,,10.0,4.0,19.8,0.0,0,0,2022,NewcastleUnited
17,2017-12-13,19:45,Premier League,Matchweek 17,Wed,Home,L,0,1,Everton,0.9,1.0,56.0,51042,Jamaal Lascelles,4-2-3-1,Martin Atkinson,Match Report,,16.0,4.0,21.5,1.0,0,0,2022,NewcastleUnited
18,2017-12-16,15:00,Premier League,Matchweek 18,Sat,Away,L,0,1,Arsenal,0.4,1.8,29.0,59379,Jamaal Lascelles,4-4-2,Stuart Attwell,Match Report,,10.0,2.0,20.6,0.0,0,0,2022,NewcastleUnited
19,2017-12-23,15:00,Premier League,Matchweek 19,Sat,Away,W,3,2,West Ham,1.6,2.3,38.0,56955,Jamaal Lascelles,4-4-2,Lee Mason,Match Report,,11.0,4.0,20.1,2.0,0,0,2022,NewcastleUnited
20,2017-12-27,19:45,Premier League,Matchweek 20,Wed,Home,L,0,1,Manchester City,0.3,1.8,23.0,52311,Jamaal Lascelles,3-4-3,Andre Marriner,Match Report,,5.0,1.0,28.2,0.0,0,0,2022,NewcastleUnited
21,2017-12-30,15:00,Premier League,Matchweek 21,Sat,Home,D,0,0,Brighton,0.3,0.6,45.0,52209,Jamaal Lascelles,4-4-2,Anthony Taylor,Match Report,,11.0,2.0,20.8,0.0,0,0,2022,NewcastleUnited
22,2018-01-01,15:00,Premier League,Matchweek 22,Mon,Away,W,1,0,Stoke City,2.1,1.0,39.0,28471,Jamaal Lascelles,4-2-3-1,Chris Kavanagh,Match Report,,14.0,7.0,16.5,1.0,0,0,2022,NewcastleUnited
24,2018-01-13,15:00,Premier League,Matchweek 23,Sat,Home,D,1,1,Swansea City,1.1,1.4,43.0,51444,Jamaal Lascelles,4-2-3-1,Graham Scott,Match Report,,12.0,4.0,14.6,1.0,0,0,2022,NewcastleUnited
25,2018-01-20,17:30,Premier League,Matchweek 24,Sat,Away,L,1,3,Manchester City,0.6,2.2,21.0,54452,Jamaal Lascelles,3-4-3,Paul Tierney,Match Report,,6.0,4.0,13.9,0.0,0,0,2022,NewcastleUnited
27,2018-01-31,19:45,Premier League,Matchweek 25,Wed,Home,D,1,1,Burnley,2.3,0.8,53.0,50174,Jamaal Lascelles,4-4-1-1,Simon Hooper,Match Report,,13.0,3.0,19.4,1.0,0,1,2022,NewcastleUnited
28,2018-02-04,14:15,Premier League,Matchweek 26,Sun,Away,D,1,1,Crystal Palace,1.1,3.0,44.0,25746,Jamaal Lascelles,4-4-1-1,Andre Marriner,Match Report,,12.0,8.0,15.8,0.0,0,0,2022,NewcastleUnited
29,2018-02-11,14:15,Premier League,Matchweek 27,Sun,Home,W,1,0,Manchester Utd,0.9,2.3,35.0,52309,Jamaal Lascelles,4-4-1-1,Craig Pawson,Match Report,,10.0,3.0,21.7,1.0,0,0,2022,NewcastleUnited
30,2018-02-24,15:00,Premier League,Matchweek 28,Sat,Away,D,2,2,Bournemouth,2.9,1.6,38.0,10808,Jamaal Lascelles,4-4-1-1,Roger East,Match Report,,15.0,4.0,17.6,2.0,0,0,2022,NewcastleUnited
31,2018-03-03,17:30,Premier League,Matchweek 29,Sat,Away,L,0,2,Liverpool,0.3,1.3,29.0,53287,Jamaal Lascelles,3-4-3,Graham Scott,Match Report,,7.0,2.0,22.5,1.0,0,0,2022,NewcastleUnited
32,2018-03-10,15:00,Premier League,Matchweek 30,Sat,Home,W,3,0,Southampton,1.5,0.4,38.0,52246,Jamaal Lascelles,4-4-1-1,Andre Marriner,Match Report,,7.0,5.0,14.1,0.0,0,0,2022,NewcastleUnited
33,2018-03-31,15:00,Premier League,Matchweek 32,Sat,Home,W,1,0,Huddersfield,2.5,0.2,61.0,52261,Jamaal Lascelles,4-4-1-1,Martin Atkinson,Match Report,,18.0,3.0,19.3,2.0,0,0,2022,NewcastleUnited
34,2018-04-07,15:00,Premier League,Matchweek 33,Sat,Away,W,2,1,Leicester City,0.6,1.2,35.0,32066,Jamaal Lascelles,4-4-1-1,Stuart Attwell,Match Report,,8.0,4.0,24.0,1.0,0,0,2022,NewcastleUnited
35,2018-04-15,13:30,Premier League,Matchweek 34,Sun,Home,W,2,1,Arsenal,1.1,1.1,29.0,52210,Jamaal Lascelles,4-4-1-1,Anthony Taylor,Match Report,,8.0,4.0,16.7,0.0,0,0,2022,NewcastleUnited
36,2018-04-23,20:00,Premier League,Matchweek 35,Mon,Away,L,0,1,Everton,0.9,0.7,44.0,39061,Jamaal Lascelles,4-4-1-1,Robert Madley,Match Report,,9.0,2.0,17.4,1.0,0,0,2022,NewcastleUnited
37,2018-04-28,15:00,Premier League,Matchweek 36,Sat,Home,L,0,1,West Brom,1.5,0.8,61.0,52283,Jamaal Lascelles,4-4-1-1,David Coote,Match Report,,17.0,3.0,16.7,0.0,0,0,2022,NewcastleUnited
38,2018-05-05,15:00,Premier League,Matchweek 37,Sat,Away,L,1,2,Watford,0.7,2.5,60.0,20375,Jamaal Lascelles,4-4-1-1,Roger East,Match Report,,9.0,1.0,15.0,0.0,0,0,2022,NewcastleUnited
39,2018-05-09,20:00,Premier League,Matchweek 31,Wed,Away,L,0,1,Tottenham,1.4,0.9,35.0,54923,Jamaal Lascelles,4-2-3-1,Niel Swarbrick,Match Report,,14.0,3.0,13.4,1.0,0,0,2022,NewcastleUnited
40,2018-05-13,15:00,Premier League,Matchweek 38,Sun,Home,W,3,0,Chelsea,2.3,0.9,43.0,52294,Jamaal Lascelles,4-2-3-1,Martin Atkinson,Match Report,,16.0,7.0,20.3,0.0,0,0,2022,NewcastleUnited
0,2017-08-12,15:00,Premier League,Matchweek 1,Sat,Home,L,0,3,Huddersfield,1.1,1.7,56.0,25448,Jason Puncheon,3-4-3,Jonathan Moss,Match Report,,14.0,4.0,16.7,3.0,0,0,2022,CrystalPalace
1,2017-08-19,15:00,Premier League,Matchweek 2,Sat,Away,L,0,1,Liverpool,0.6,2.4,29.0,53138,Jason Puncheon,3-5-2,Kevin Friend,Match Report,,5.0,1.0,15.4,1.0,0,0,2022,CrystalPalace
3,2017-08-26,15:00,Premier League,Matchweek 3,Sat,Home,L,0,2,Swansea City,0.9,1.1,52.0,23477,Jason Puncheon,3-5-2,Andre Marriner,Match Report,,16.0,3.0,19.0,1.0,0,0,2022,CrystalPalace
4,2017-09-10,13:30,Premier League,Matchweek 4,Sun,Away,L,0,1,Burnley,1.6,0.4,64.0,18862,Jason Puncheon,4-3-3,Michael Oliver,Match Report,,23.0,3.0,17.8,1.0,0,0,2022,CrystalPalace
5,2017-09-16,12:30,Premier League,Matchweek 5,Sat,Home,L,0,1,Southampton,2.1,0.9,47.0,24199,Jason Puncheon,4-4-1-1,Robert Madley,Match Report,,13.0,3.0,15.9,0.0,0,0,2022,CrystalPalace
7,2017-09-23,15:00,Premier League,Matchweek 6,Sat,Away,L,0,5,Manchester City,0.4,4.4,29.0,53526,Scott Dann,4-2-3-1,Niel Swarbrick,Match Report,,5.0,0.0,18.8,0.0,0,0,2022,CrystalPalace
8,2017-09-30,15:00,Premier League,Matchweek 7,Sat,Away,L,0,4,Manchester Utd,0.3,2.7,41.0,75118,Jason Puncheon,4-3-3,Mike Dean,Match Report,,6.0,1.0,17.7,0.0,0,0,2022,CrystalPalace
9,2017-10-14,15:00,Premier League,Matchweek 8,Sat,Home,W,2,1,Chelsea,1.5,1.0,43.0,25480,Scott Dann,4-4-2,Andre Marriner,Match Report,,13.0,5.0,20.1,1.0,0,0,2022,CrystalPalace
10,2017-10-21,15:00,Premier League,Matchweek 9,Sat,Away,L,0,1,Newcastle Utd,0.6,0.3,46.0,52251,Scott Dann,4-4-2,Stuart Attwell,Match Report,,9.0,0.0,17.5,0.0,0,0,2022,CrystalPalace
12,2017-10-28,15:00,Premier League,Matchweek 10,Sat,Home,D,2,2,West Ham,2.7,0.9,56.0,25242,Scott Dann,4-4-2,Robert Madley,Match Report,,19.0,8.0,13.6,1.0,1,1,2022,CrystalPalace
13,2017-11-05,12:00,Premier League,Matchweek 11,Sun,Away,L,0,1,Tottenham,1.0,0.9,32.0,65270,Scott Dann,4-4-2,Kevin Friend,Match Report,,12.0,3.0,17.1,0.0,0,0,2022,CrystalPalace
14,2017-11-18,15:00,Premier League,Matchweek 12,Sat,Home,D,2,2,Everton,1.9,2.1,68.0,25526,Scott Dann,4-4-2,Anthony Taylor,Match Report,,16.0,7.0,17.2,1.0,0,0,2022,CrystalPalace
15,2017-11-25,15:00,Premier League,Matchweek 13,Sat,Home,W,2,1,Stoke City,2.2,1.5,54.0,23723,Mamadou Sakho,4-4-2,Mike Dean,Match Report,,10.0,4.0,12.4,0.0,0,0,2022,CrystalPalace
16,2017-11-28,19:45,Premier League,Matchweek 14,Tue,Away,D,0,0,Brighton,0.8,0.4,45.0,29889,Mamadou Sakho,4-4-2,Andre Marriner,Match Report,,11.0,4.0,19.7,1.0,0,0,2022,CrystalPalace
17,2017-12-02,15:00,Premier League,Matchweek 15,Sat,Away,D,0,0,West Brom,0.6,1.7,49.0,23531,Mamadou Sakho,4-4-2,Michael Oliver,Match Report,,10.0,1.0,14.6,0.0,0,0,2022,CrystalPalace
18,2017-12-09,15:00,Premier League,Matchweek 16,Sat,Home,D,2,2,Bournemouth,5.2,1.1,46.0,24823,Mamadou Sakho,4-4-2,Kevin Friend,Match Report,,24.0,6.0,15.0,0.0,1,2,2022,CrystalPalace
19,2017-12-12,20:00,Premier League,Matchweek 17,Tue,Home,W,2,1,Watford,1.4,1.4,52.0,23566,Scott Dann,4-4-2,Lee Mason,Match Report,,14.0,4.0,17.8,1.0,0,0,2022,CrystalPalace
20,2017-12-16,12:30,Premier League,Matchweek 18,Sat,Away,W,3,0,Leicester City,1.7,0.6,44.0,31081,Scott Dann,4-4-2,Martin Atkinson,Match Report,,13.0,6.0,14.2,0.0,0,0,2022,CrystalPalace
21,2017-12-23,15:00,Premier League,Matchweek 19,Sat,Away,D,1,1,Swansea City,1.3,0.4,37.0,20354,Scott Dann,4-4-2,Craig Pawson,Match Report,,12.0,4.0,19.1,0.0,1,1,2022,CrystalPalace
22,2017-12-28,20:00,Premier League,Matchweek 20,Thu,Home,L,2,3,Arsenal,1.2,1.2,36.0,25762,Scott Dann,4-4-2,Michael Oliver,Match Report,,16.0,2.0,17.8,0.0,0,0,2022,CrystalPalace
23,2017-12-31,12:00,Premier League,Matchweek 21,Sun,Home,D,0,0,Manchester City,1.4,1.0,26.0,25804,Scott Dann,4-3-3,Jonathan Moss,Match Report,,9.0,0.0,17.9,0.0,0,1,2022,CrystalPalace
24,2018-01-02,19:45,Premier League,Matchweek 22,Tue,Away,W,2,1,Southampton,1.2,0.8,39.0,28411,Yohan Cabaye,4-2-3-1,Stuart Attwell,Match Report,,11.0,5.0,17.7,0.0,0,0,2022,CrystalPalace
26,2018-01-13,15:00,Premier League,Matchweek 23,Sat,Home,W,1,0,Burnley,1.1,0.6,43.0,24696,Luka Milivojević,4-4-2,Michael Oliver,Match Report,,15.0,2.0,13.1,0.0,0,0,2022,CrystalPalace
27,2018-01-20,15:00,Premier League,Matchweek 24,Sat,Away,L,1,4,Arsenal,0.7,2.5,38.0,59386,Luka Milivojević,4-4-2,Chris Kavanagh,Match Report,,9.0,5.0,18.9,0.0,0,0,2022,CrystalPalace
28,2018-01-30,19:45,Premier League,Matchweek 25,Tue,Away,D,1,1,West Ham,0.4,1.4,60.0,56911,Luka Milivojević,4-4-2,Niel Swarbrick,Match Report,,9.0,3.0,19.0,1.0,0,0,2022,CrystalPalace
29,2018-02-04,14:15,Premier League,Matchweek 26,Sun,Home,D,1,1,Newcastle Utd,3.0,1.1,56.0,25746,Luka Milivojević,4-4-2,Andre Marriner,Match Report,,19.0,3.0,16.9,0.0,1,1,2022,CrystalPalace
30,2018-02-10,15:00,Premier League,Matchweek 27,Sat,Away,L,1,3,Everton,1.8,1.3,49.0,39139,Luka Milivojević,4-3-3,Jonathan Moss,Match Report,,15.0,3.0,19.8,0.0,1,1,2022,CrystalPalace
31,2018-02-25,12:00,Premier League,Matchweek 28,Sun,Home,L,0,1,Tottenham,0.3,1.4,25.0,25287,Luka Milivojević,4-3-3,Kevin Friend,Match Report,,5.0,3.0,16.5,0.0,0,0,2022,CrystalPalace
32,2018-03-05,20:00,Premier League,Matchweek 29,Mon,Home,L,2,3,Manchester Utd,0.8,1.8,31.0,25840,Luka Milivojević,4-4-2,Niel Swarbrick,Match Report,,10.0,4.0,16.5,0.0,0,0,2022,CrystalPalace
33,2018-03-10,17:30,Premier League,Matchweek 30,Sat,Away,L,1,2,Chelsea,1.1,3.4,38.0,40800,Luka Milivojević,4-4-2,Anthony Taylor,Match Report,,9.0,2.0,14.6,1.0,0,0,2022,CrystalPalace
34,2018-03-17,15:00,Premier League,Matchweek 31,Sat,Away,W,2,0,Huddersfield,3.0,0.3,46.0,23918,Luka Milivojević,4-3-3,Mike Dean,Match Report,,17.0,4.0,15.8,2.0,1,1,2022,CrystalPalace
35,2018-03-31,12:30,Premier League,Matchweek 32,Sat,Home,L,1,2,Liverpool,1.7,1.5,32.0,25807,Luka Milivojević,4-3-3,Niel Swarbrick,Match Report,,5.0,2.0,21.6,1.0,1,1,2022,CrystalPalace
36,2018-04-07,15:00,Premier League,Matchweek 33,Sat,Away,D,2,2,Bournemouth,1.4,2.2,48.0,10730,Luka Milivojević,4-4-2,Jonathan Moss,Match Report,,13.0,6.0,19.0,1.0,0,0,2022,CrystalPalace
37,2018-04-14,15:00,Premier League,Matchweek 34,Sat,Home,W,3,2,Brighton,1.9,1.6,49.0,24656,Luka Milivojević,4-4-2,Andre Marriner,Match Report,,15.0,7.0,17.2,1.0,0,0,2022,CrystalPalace
38,2018-04-21,15:00,Premier League,Matchweek 35,Sat,Away,D,0,0,Watford,0.2,0.9,49.0,20401,Luka Milivojević,4-4-2,Chris Kavanagh,Match Report,,6.0,1.0,20.6,1.0,0,0,2022,CrystalPalace
39,2018-04-28,15:00,Premier League,Matchweek 36,Sat,Home,W,5,0,Leicester City,3.0,0.7,51.0,25750,Luka Milivojević,4-4-2,Mike Dean,Match Report,,14.0,7.0,14.8,1.0,1,1,2022,CrystalPalace
40,2018-05-05,12:30,Premier League,Matchweek 37,Sat,Away,W,2,1,Stoke City,1.4,0.5,59.0,29687,Luka Milivojević,4-4-2,Martin Atkinson,Match Report,,13.0,2.0,18.5,0.0,0,0,2022,CrystalPalace
41,2018-05-13,15:00,Premier League,Matchweek 38,Sun,Home,W,2,0,West Brom,2.4,0.3,58.0,25357,Luka Milivojević,4-4-2,Jonathan Moss,Match Report,,11.0,5.0,15.8,0.0,0,0,2022,CrystalPalace
0,2017-08-12,15:00,Premier League,Matchweek 1,Sat,Away,L,0,1,West Brom,0.4,1.2,69.0,25011,Simon Francis,4-4-1-1,Robert Madley,Match Report,,9.0,2.0,20.1,0.0,0,0,2022,Bournemouth
1,2017-08-19,15:00,Premier League,Matchweek 2,Sat,Home,L,0,2,Watford,0.9,2.1,54.0,10501,Andrew Surman,4-4-1-1,Roger East,Match Report,,7.0,3.0,11.2,0.0,0,0,2022,Bournemouth
3,2017-08-26,12:30,Premier League,Matchweek 3,Sat,Home,L,1,2,Manchester City,0.4,1.6,29.0,10419,Andrew Surman,3-5-2,Mike Dean,Match Report,,8.0,3.0,20.1,0.0,0,0,2022,Bournemouth
4,2017-09-09,15:00,Premier League,Matchweek 4,Sat,Away,L,0,3,Arsenal,0.9,2.0,42.0,59262,Steve Cook,3-5-1-1,Anthony Taylor,Match Report,,8.0,2.0,12.5,1.0,0,0,2022,Bournemouth
5,2017-09-15,20:00,Premier League,Matchweek 5,Fri,Home,W,2,1,Brighton,1.5,0.7,62.0,10369,Simon Francis,4-4-1-1,Craig Pawson,Match Report,,15.0,3.0,20.7,1.0,0,0,2022,Bournemouth
7,2017-09-23,15:00,Premier League,Matchweek 6,Sat,Away,L,1,2,Everton,0.8,2.2,49.0,38133,Simon Francis,4-4-1-1,Martin Atkinson,Match Report,,8.0,4.0,18.2,0.0,0,0,2022,Bournemouth
8,2017-09-30,15:00,Premier League,Matchweek 7,Sat,Home,D,0,0,Leicester City,1.7,0.4,60.0,10444,Simon Francis,4-4-1-1,Graham Scott,Match Report,,19.0,4.0,19.3,0.0,0,0,2022,Bournemouth
9,2017-10-14,15:00,Premier League,Matchweek 8,Sat,Away,L,0,1,Tottenham,0.4,2.4,27.0,73502,Simon Francis,3-5-1-1,Robert Madley,Match Report,,5.0,1.0,15.2,0.0,0,0,2022,Bournemouth
10,2017-10-21,15:00,Premier League,Matchweek 9,Sat,Away,W,2,1,Stoke City,1.0,1.3,47.0,29500,Simon Francis,4-4-1-1,Lee Probert,Match Report,,6.0,2.0,22.2,0.0,1,1,2022,Bournemouth
12,2017-10-28,17:30,Premier League,Matchweek 10,Sat,Home,L,0,1,Chelsea,0.7,1.9,43.0,10998,Simon Francis,3-4-1-2,Craig Pawson,Match Report,,7.0,1.0,18.7,0.0,0,0,2022,Bournemouth
13,2017-11-04,15:00,Premier League,Matchweek 11,Sat,Away,W,1,0,Newcastle Utd,1.8,1.2,52.0,52237,Simon Francis,4-4-2,Paul Tierney,Match Report,,16.0,5.0,15.5,0.0,0,0,2022,Bournemouth
14,2017-11-18,15:00,Premier League,Matchweek 12,Sat,Home,W,4,0,Huddersfield,1.3,1.3,31.0,10879,Simon Francis,4-4-1-1,Lee Probert,Match Report,,10.0,5.0,15.8,0.0,0,0,2022,Bournemouth
15,2017-11-25,15:00,Premier League,Matchweek 13,Sat,Away,D,0,0,Swansea City,0.5,0.7,52.0,20228,Andrew Surman,4-4-1-1,Stuart Attwell,Match Report,,9.0,3.0,19.6,0.0,0,0,2022,Bournemouth
16,2017-11-29,19:45,Premier League,Matchweek 14,Wed,Home,L,1,2,Burnley,0.8,1.6,61.0,10302,Simon Francis,4-4-1-1,Roger East,Match Report,,11.0,3.0,15.9,0.0,0,0,2022,Bournemouth
17,2017-12-03,13:30,Premier League,Matchweek 15,Sun,Home,D,1,1,Southampton,1.6,1.2,50.0,10764,Simon Francis,4-4-1-1,Jonathan Moss,Match Report,,17.0,5.0,18.9,1.0,0,0,2022,Bournemouth
18,2017-12-09,15:00,Premier League,Matchweek 16,Sat,Away,D,2,2,Crystal Palace,1.1,5.2,54.0,24823,Simon Francis,4-4-1-1,Kevin Friend,Match Report,,12.0,5.0,18.8,1.0,0,0,2022,Bournemouth
19,2017-12-13,20:00,Premier League,Matchweek 17,Wed,Away,L,0,1,Manchester Utd,0.9,1.0,43.0,74798,Simon Francis,4-4-1-1,Graham Scott,Match Report,,14.0,7.0,15.7,0.0,0,0,2022,Bournemouth
20,2017-12-17,16:30,Premier League,Matchweek 18,Sun,Home,L,0,4,Liverpool,0.8,2.2,44.0,10780,Simon Francis,4-4-1-1,Andre Marriner,Match Report,,6.0,2.0,18.9,0.0,0,0,2022,Bournemouth
22,2017-12-23,15:00,Premier League,Matchweek 19,Sat,Away,L,0,4,Manchester City,0.5,1.8,22.0,54270,Andrew Surman,3-4-3,Mike Jones,Match Report,,5.0,1.0,12.9,0.0,0,0,2022,Bournemouth
23,2017-12-26,15:00,Premier League,Matchweek 20,Tue,Home,D,3,3,West Ham,3.6,2.2,55.0,10596,Simon Francis,4-4-1-1,Stuart Attwell,Match Report,,24.0,10.0,12.6,1.0,0,0,2022,Bournemouth
24,2017-12-30,15:00,Premier League,Matchweek 21,Sat,Home,W,2,1,Everton,1.0,0.8,47.0,10497,Simon Francis,4-4-1-1,Lee Probert,Match Report,,17.0,7.0,18.0,0.0,0,0,2022,Bournemouth
25,2018-01-01,12:30,Premier League,Matchweek 22,Mon,Away,D,2,2,Brighton,1.6,2.2,51.0,30152,Simon Francis,4-4-2,Michael Oliver,Match Report,,26.0,9.0,18.2,0.0,0,0,2022,Bournemouth
27,2018-01-14,13:30,Premier League,Matchweek 23,Sun,Home,W,2,1,Arsenal,1.1,1.3,41.0,10836,Simon Francis,3-4-3,Kevin Friend,Match Report,,13.0,5.0,19.7,0.0,0,0,2022,Bournemouth
29,2018-01-20,15:00,Premier League,Matchweek 24,Sat,Away,D,1,1,West Ham,0.6,1.0,52.0,56948,Simon Francis,3-4-3,Martin Atkinson,Match Report,,11.0,3.0,19.5,0.0,0,0,2022,Bournemouth
30,2018-01-31,19:45,Premier League,Matchweek 25,Wed,Away,W,3,0,Chelsea,1.4,1.3,36.0,41464,Simon Francis,3-4-3,Lee Probert,Match Report,,11.0,5.0,19.3,0.0,0,0,2022,Bournemouth
31,2018-02-03,15:00,Premier League,Matchweek 26,Sat,Home,W,2,1,Stoke City,2.1,0.6,54.0,10614,Simon Francis,3-4-3,Paul Tierney,Match Report,,15.0,6.0,15.4,2.0,0,0,2022,Bournemouth
32,2018-02-11,12:00,Premier League,Matchweek 27,Sun,Away,L,1,4,Huddersfield,0.7,1.9,50.0,23823,Simon Francis,3-4-3,Michael Oliver,Match Report,,7.0,2.0,19.6,0.0,0,0,2022,Bournemouth
33,2018-02-24,15:00,Premier League,Matchweek 28,Sat,Home,D,2,2,Newcastle Utd,1.6,2.9,62.0,10808,Simon Francis,4-4-1-1,Roger East,Match Report,,19.0,5.0,16.1,1.0,0,0,2022,Bournemouth
34,2018-03-03,15:00,Premier League,Matchweek 29,Sat,Away,D,1,1,Leicester City,1.5,2.4,44.0,31384,Simon Francis,4-4-1-1,Lee Probert,Match Report,,7.0,2.0,20.4,0.0,1,1,2022,Bournemouth
35,2018-03-11,16:00,Premier League,Matchweek 30,Sun,Home,L,1,4,Tottenham,0.8,2.1,36.0,10623,Simon Francis,4-4-1-1,Mike Dean,Match Report,,14.0,3.0,19.4,1.0,0,0,2022,Bournemouth
36,2018-03-17,15:00,Premier League,Matchweek 31,Sat,Home,W,2,1,West Brom,0.5,1.2,61.0,10242,Simon Francis,4-4-1-1,Graham Scott,Match Report,,17.0,5.0,21.8,3.0,0,0,2022,Bournemouth
